id	director_name	actor_2_name	genres	actor_1_name	movie_title	actor_3_name	plot_keywords	movie_imdb_link	language	country	imdb_score	genre_action	genre_adventure	genre_animation	genre_biography	genre_comedy	genre_crime	genre_documentary	genre_drama	genre_family	genre_fantasy	genre_film-noir	genre_history	genre_horror	genre_music	genre_musical	genre_mystery	genre_romance	genre_sci-fi	genre_sport	genre_thriller	genre_war	genre_western	adj_imdb_score	adj_title_year	adj_budget	adj_director_facebook_likes	adj_duration	adj_cast_total_facebook_likes	adj_content_rating	adj_num_voted_users
tt4733536	Nick Love	Christopher Berry	Action|Comedy|Drama|Sci-Fi	Eddie Griffin	American Hero	Michelle Tabora	father son relationship|female nudity|mother daughter relationship|reconciliation|superhero	http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1	English	USA	4.9	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.4900000000000001	0.9887640449438202	8.10445745159838e-05	0.002739130434782609	0.16829745596868886	0.0019460052076195695	1.0	0.0016014070603942324
tt4707756	Nicolae Constantin Tanase	Ana Maria Guran	Drama	Iulia Ciochina	The World Is Mine	Ana Vatamanu		http://www.imdb.com/title/tt4707756/?ref_=fn_tt_tt_1	Romanian	Romania	6.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0.9887640449438202	1.3753018705742706e-05	0.0	0.2035225048923679	0.0	1.0	0.00020949671078328102
tt4667094	Michael Tiddes	Mike Epps	Comedy	Fred Willard	Fifty Shades of Black	Russell Peters	color in title|parody|reference to cuba gooding jr|reference to netflix|written by star	http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1	English	USA	3.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	1.0	0.00040931603290900897	0.003869565217391304	0.18003913894324852	0.004336637583177257	0.9444444444444444	0.005627413058865025
tt4651520	Jon Lucas	Jay Hernandez	Comedy	Mila Kunis	Bad Moms	Jada Pinkett Smith	lesbian kiss|mom|pta|reference to mad max|scene during end credits	http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1	English	USA	6.7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	1.0	0.0016372641316360359	0.0010434782608695651	0.19569471624266144	0.028605362934539313	0.9444444444444444	0.00275423076832031
tt4591310	Pou-Soi Cheang	Aaron Kwok	Action|Adventure|Fantasy	Li Gong	Xi you ji zhi: Sun Wukong san da Baigu Jing	Eddie Peng	buddhism|demon|journey to the west|monk|monkey king	http://www.imdb.com/title/tt4591310/?ref_=fn_tt_tt_1	English	China	6.0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.6	1.0	0.005567107363595432	0.00013043478260869564	0.2328767123287671	0.0015622858709058516	1.0	0.000717259925054623
tt4517738	Zack Ward	Anna Harr	Horror	Zack Ward	Restoration	James Cullen Bressack		http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1	English	USA	4.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.4	1.0	0.0	0.02878260869565217	0.18003913894324852	0.0022809982793537678	1.0	0.0002580241974618941
tt4511566	Stanton Barrett	Michael Dudikoff	Action|Horror	Mikal Vega	Navy Seals vs. Zombies	Ed Quinn	building|infection|navy seal|shot through the head|zombie	http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1	English	USA	3.4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.34	0.9887640449438202	0.0	0.0008695652173913044	0.1898238747553816	0.004338160278957867	1.0	0.0005491891175335729
tt4474310		Philip Winchester	Action|Crime|Drama|Thriller	Nick Wechsler	The Player	Jeff Marlow	bet|friend|pit boss|secret|surveillance	http://www.imdb.com/title/tt4474310/?ref_=fn_tt_tt_1	English	USA	7.1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.71	0.8426966292134831	0.0	0.0	0.11741682974559685	0.0061562590410061966	0.7777777777777778	0.0034424925610913714
tt4462082	Jem Cohen		Documentary		Counting		city|city symphony|diary|essay|surveillance	http://www.imdb.com/title/tt4462082/?ref_=fn_tt_tt_1	English	USA	6.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.9887640449438202	4.093160329090091e-06	0.0002608695652173913	0.2172211350293542	0.0	1.0	3.60997156999439e-05
tt4438848	Nicholas Stoller	Ike Barinholtz	Comedy	Chloë Grace Moretz	Neighbors 2: Sorority Rising	Kiersey Clemons	bare chested male|gay|gay best friend|gay man|gay marriage proposal	http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1	English	USA	6.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	1.0	0.0028652122303630635	0.003869565217391304	0.18003913894324852	0.027195346641694457	0.9444444444444444	0.016594625048231587
tt4428038		Joan Allen	Drama|Mystery	Zach Gilford	The Family	Liam James	family drama|lie|missing child|political campaign|secret	http://www.imdb.com/title/tt4428038/?ref_=fn_tt_tt_1	English	USA	7.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.75	0.8426966292134831	0.0	0.0	0.11741682974559685	0.0050172825971099245	0.4444444444444444	0.0019659550091018626
tt4422836		Mary Elizabeth Mastrantonio	Crime|Drama|Sci-Fi|Thriller	Colin Salmon	Limitless	Jake McDorman	brain capacity|fbi|fictional drug|intelligence|taking a pill	http://www.imdb.com/title/tt4422836/?ref_=fn_tt_tt_1	English	USA	7.9	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0.79	0.8426966292134831	0.0	0.0	0.0821917808219178	0.004121937478111249	0.7777777777777778	0.02259309584060259
tt4416518	Jerry Dugan	Michael Aaron Milligan	Thriller	Melissa Bolona	Shark Lake	James Chalke	blood|daughter|jail|police|shark	http://www.imdb.com/title/tt4416518/?ref_=fn_tt_tt_1	English	USA	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.34	0.9887640449438202	0.0001637264131636036	0.00013043478260869564	0.18003913894324852	0.02068277678802552	1.0	0.0004959272419107046
tt4412528	Kim Nguyen	Justin Edward Seale	Drama|Romance	Gordon Pinsent	Two Lovers and a Bear	John Ralston		http://www.imdb.com/title/tt4412528/?ref_=fn_tt_tt_1	English	Canada	7.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.72	1.0	0.0007122098972616758	0.0006956521739130434	0.18786692759295495	0.0006303960531725368	1.0	1.9529354395051614e-05
tt4387040	Raja Menon	Sameer Ali Khan	Action|Drama|History|Thriller|War	Nimrat Kaur	Airlift	Purab Kohli	1990s|businessman|evacuation|historical fiction|kuwait	http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1	Hindi	India	8.5	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0.85	1.0	0.000360198108959928	0.0002608695652173913	0.2544031311154599	0.0002299270628721088	1.0	0.01833214579077315
tt4386242	Peter DeLuise	Dove Cameron	Comedy	Katherine McNamara	R.L. Stine's Monsterville: The Cabinet of Souls	Braeden Lemasters	cabinet|carnival|halloween|soul|temptress	http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1	English	USA	5.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5900000000000001	0.9887640449438202	0.000360198108959928	0.015565217391304348	0.16634050880626222	0.031058425837102006	0.4444444444444444	0.0005426793327352222
tt4374230	Blaz Zavrsnik	Spela Colja	Comedy	Dario Nozic Serini	Julija in alfa Romeo	Andrej Nahtigal		http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1	Slovenian	Slovenia	6.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0.9887640449438202	4.09316032909009e-05	0.0	0.162426614481409	0.0	1.0	5.089468115074058e-05
tt4340720	Kevin Carraway	Max Ryan	Action|Thriller	Michael Jai White	Chain of Command	Jon Osbeck	army|michael jai white|ohio|steve austin	http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1	English	USA	3.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.35	0.9887640449438202	0.00040931603290900897	8.695652173913044e-05	0.17221135029354204	0.004394500022840437	0.9444444444444444	0.0004740306930435256
tt4337690	Michael Polish	Bobby Batson	Drama	Hayden Christensen	90 Minutes in Heaven	Cynthia Barrett	heaven|hospital|praying|pronounced dead|recovery	http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1	English	USA	4.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0.9887640449438202	0.00040931603290900897	0.0015217391304347824	0.23679060665362034	0.010075677980296316	0.7222222222222222	0.001211411771111232
tt4333662	Johanna Schwartz	Garba Touré	Documentary	Aliou Touré	They Will Have to Kill Us First	Khaira Arby		http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1	French	UK	7.7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0.9887640449438202	3.274528263272073e-05	0.0	0.2054794520547945	0.0	1.0	4.379309773435817e-05
tt4291590	Lucile Hadzihalilovic	Roxane Duran	Drama|Horror|Mystery|Sci-Fi	Nissim Renard	Evolution	Julie-Marie Parmentier	boy|giving birth|nurse|sea|ultrasonography	http://www.imdb.com/title/tt4291590/?ref_=fn_tt_tt_1	French	France	6.4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0.64	0.9887640449438202	0.0	0.004	0.15851272015655574	8.222557215293956e-05	1.0	0.0005793708470531978
tt4280822	Rob Hawk	Erin O'Brien	Action|Drama	Kari J. Kramer	Fight Valley	Cabrina Collesides		http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1	English	USA	5.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0.0022103065777086487	0.0042173913043478265	0.1761252446183953	0.003614879783168121	1.0	3.550791708191203e-05
tt4263482	Robert Eggers	Kate Dickie	Horror|Mystery	Julian Richings	The Witch	Ralph Ineson	black magic|goat|isolation|naked woman|witch	http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1	English	USA	6.8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.6799999999999999	0.9887640449438202	0.0002865212230363063	0.0009565217391304348	0.18003913894324852	0.0017084646658444107	0.9444444444444444	0.039344547522612634
tt4262980	Hideaki Anno	Shin'ya Tsukamoto	Action|Adventure|Drama|Horror|Sci-Fi	Mark Chinnery	Godzilla Resurgence	Atsuko Maeda	blood|godzilla|monster|sequel	http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1	Japanese	Japan	8.2	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.82	1.0	0.0	0.001217391304347826	0.2348336594911937	0.0010643643506463845	1.0	0.00022133268314391836
tt4257926	Patricia Riggen	Brighton Sharbino	Drama	Jennifer Garner	Miracles from Heaven	Martin Henderson	child cancer|christian film|christianity|falling into a hole|inspiring	http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1	English	USA	6.8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6799999999999999	1.0	0.0010642216855634237	0.0015652173913043481	0.21330724070450094	0.011927276049518069	0.4444444444444444	0.003714128126767999
tt4254584	Justin Tipping	Natalie Stephany Aguilar	Adventure	Tina Gilton	Kicks	Justin Hall		http://www.imdb.com/title/tt4254584/?ref_=fn_tt_tt_1	English	USA	7.8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	1.0	0.0	8.695652173913044e-05	0.15655577299412915	0.00194752790340018	0.9444444444444444	3.491611846388016e-05
tt4219836	Sara Newens	Xinhua Jiang	Documentary	Ariel Hsing	Top Spin	Michael Landers		http://www.imdb.com/title/tt4219836/?ref_=fn_tt_tt_1	English	USA	7.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0.9775280898876404	1.2279480987270273e-05	0.0	0.15655577299412915	0.0	1.0	0.00015386764068828546
tt4196848	Bruce Beresford	Lucy Fry	Drama	Mckenna Grace	Mr. Church	Natalie Coughlin		http://www.imdb.com/title/tt4196848/?ref_=fn_tt_tt_1	English	USA	8.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	1.0	0.0006549056526544145	0.0033913043478260873	0.2035225048923679	0.002354087676823048	0.7222222222222222	3.728331293600764e-05
tt4196776	Paul Greengrass	Riz Ahmed	Action|Thriller	Matt Damon	Jason Bourne	Ato Essandoh	black ops|chase|cia|cia agent|repeated scene	http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1	English	UK	7.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.71	1.0	0.009823584789816216	0.022652173913043482	0.2407045009784736	0.02094011237494861	0.7222222222222222	0.02374473595129261
tt4196450	Nate Parker	Nate Parker	Biography|Drama	Jason Stuart	The Birth of a Nation	Aunjanue Ellis		http://www.imdb.com/title/tt4196450/?ref_=fn_tt_tt_1	English	USA	5.4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	1.0	0.0008186320658180179	0.028869565217391306	0.2348336594911937	0.005367502626650222	0.9444444444444444	0.000708382945784145
tt4193394	James Schamus	Sarah Gadon	Drama	Logan Lerman	Indignation	Tracy Letts	based on novel	http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1	Hebrew	USA	7.8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	1.0	0.0	0.0019130434782608696	0.2152641878669276	0.013661626543632848	0.9444444444444444	0.00032548923991752697
tt4192812		Gemma Jones	Crime|Drama	Bernard Hill	Unforgotten	Nicola Walker		http://www.imdb.com/title/tt4192812/?ref_=fn_tt_tt_1	English	UK	7.9	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0.8426966292134831	0.0	0.0	0.08806262230919765	0.002765215537587745	1.0	0.0010794406792901258
tt4178092	Joel Edgerton	Allison Tolman	Mystery|Thriller	Busy Philipps	The Gift	Wendell Pierce	compulsive liar|fired from a job|gift|rape|substance abuse	http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1	English	USA	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.71	0.9887640449438202	0.00040931603290900897	0.0	0.21135029354207435	0.004895466934661124	0.9444444444444444	0.0472941783586347
tt4172430	Michael Bay	James Badge Dale	Action|Drama|Thriller|War	Toby Stephens	13 Hours	David Costabile	based on true story|cia agent|libya|mercenary|u.s. ambassador	http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1	English	USA	7.4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0.74	1.0	0.00409316032909009	0.0	0.2818003913894325	0.005451250894583771	0.9444444444444444	0.028266669191674105
tt4162992	Chad Kapper	Natalie Welch	Family|Sci-Fi	Tom E. Nicholson	Rotor DR1	Christian Kapper	drone|playing with gun|post apocalypse|road trip|working class family	http://www.imdb.com/title/tt4162992/?ref_=fn_tt_tt_1	English	USA	3.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.34	0.9887640449438202	2.865212230363063e-05	0.0	0.1917808219178082	0.00030301646034138835	1.0	0.00012368591116866022
tt4139124	Peter Atencio	Will Forte	Action|Comedy	Nia Long	Keanu	Keegan-Michael Key	car chase|gangsta|gun fight|hitman|kitten	http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1	English	USA	6.4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	1.0	0.0012279480987270274	0.0004347826086956522	0.19569471624266144	0.004504134119044356	0.9444444444444444	0.009104821738420277
tt4136084	Stephen Frears	Nina Arianda	Biography|Comedy|Drama|Music|Romance	Meryl Streep	Florence Foster Jenkins	John Sessions	heiress|opera singer|platonic marriage|singer|singing	http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1	English	UK	7.1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0.71	1.0	0.002374032990872253	0.015217391304347828	0.2152641878669276	0.017562773133555646	0.7222222222222222	0.0012824276052750565
tt4094724	James DeMonaco	Joseph Julian Soria	Action|Horror|Sci-Fi|Thriller	Frank Grillo	The Purge: Election Year	Mykelti Williamson	cathedral|minister|presidential election|reference to george washington|ritual sacrifice	http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1	English	France	6.1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.61	1.0	0.0008186320658180179	0.002826086956521739	0.21330724070450094	0.0037762855359127797	0.9444444444444444	0.010413288482888734
tt4085584		Aimee Garcia	Action|Comedy|Crime	Jon Foo	Rush Hour	Wendie Malick		http://www.imdb.com/title/tt4085584/?ref_=fn_tt_tt_1	English	USA	5.8	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.8426966292134831	0.0	0.0	0.08414872798434443	0.003433678985275532	0.7777777777777778	0.0012930799803996295
tt4080386	Rohit Jugraj	Neeru Bajwa	Romance	Bhavkhandan Singh Rakhra	Sardaar Ji	Diljit Dosanjh		http://www.imdb.com/title/tt4080386/?ref_=fn_tt_tt_1	Panjabi	Canada	6.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.6599999999999999	0.9887640449438202	0.00024558961974540544	8.695652173913044e-05	0.2759295499021526	0.0006608499687847365	1.0	0.00044088997043374093
tt4075322	Maksim Fadeev	Fedor Bondarchuk	Adventure|Animation|Fantasy	Konstantin Khabenskiy	A Warrior's Tail	Sergey Garmash	battle|creature|hyena|monkey|village	http://www.imdb.com/title/tt4075322/?ref_=fn_tt_tt_1	Russian	Russia	4.1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0.9887640449438202	0.002455896197454055	0.0	0.16634050880626222	0.00034869733375968815	1.0	0.00023257685688652383
tt4063178	Alex Ranarivelo	Christina Moore	Drama	Lea Thompson	The Dog Lover	Cullen Douglas		http://www.imdb.com/title/tt4063178/?ref_=fn_tt_tt_1	English	USA	4.8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	1.0	0.0001637264131636036	0.0008695652173913044	0.19765166340508805	0.0036834010932955694	0.4444444444444444	9.587137612116247e-05
tt4062896	Joel Paul Reisig	Joel Paul Reisig	Family	Carrie Bradstreet	Rodeo Girl	Yassie Hawkes		http://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1	English	USA	5.7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5700000000000001	1.0	4.09316032909009e-05	0.01873913043478261	0.21135029354207435	0.002478948730833067	0.4444444444444444	3.6691514317975766e-05
tt4062536	Jeremy Saulnier	Mark Webber	Crime|Horror|Music|Thriller	Alia Shawkat	Green Room	Joe Cole	murder|neo nazi|punk band|skinhead|suspense	http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1	English	USA	7.1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0.71	0.9887640449438202	0.00040931603290900897	0.002478260869565217	0.1859099804305284	0.0027956694531999448	0.9444444444444444	0.017070431137129208
tt4060866	Michael Winnick	Helena Mattsson	Action	Scott Takeda	Code of Honor	Craig Sheffer	gun|mayor|nightclub|police|vigilantism	http://www.imdb.com/title/tt4060866/?ref_=fn_tt_tt_1	English	USA	4.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	1.0	0.0006549056526544145	0.0067391304347826095	0.20743639921722112	0.004173709134651989	0.9444444444444444	0.00039177068513709614
tt4057916	Andrés Couturier	David Hoffman	Animation|Family	Sariann Monaco	Top Cat Begins	Ben Diskin		http://www.imdb.com/title/tt4057916/?ref_=fn_tt_tt_1	Spanish	Mexico	4.4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4400000000000001	0.9887640449438202	0.0006549056526544145	0.0	0.17416829745596868	0.000563397438825697	0.4444444444444444	0.00013611368214732944
tt4056738	Jon Gunn	Delroy Lindo	Drama	Alexa PenaVega	Do You Believe?	Madison Pettis	belief|faith|pastor|question in title|three word title	http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1	English	USA	5.9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5900000000000001	0.9887640449438202	0.00018828537513814416	0.0006956521739130434	0.2348336594911937	0.010281241910678666	0.7222222222222222	0.002945381721944603
tt4052882	Jaume Collet-Serra	Brett Cullen	Drama|Horror|Thriller	Óscar Jaenada	The Shallows	Sedona Legge	beach|island|mexico|prey|trapped	http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1	English	USA	6.8	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0.6799999999999999	1.0	0.0013916745118906307	0.007565217391304348	0.16829745596868886	0.001478537602972302	0.7222222222222222	0.007683321457907732
tt4051832		Johnny Flynn	Comedy	Antonia Thomas	Lovesick	Hannah Britland	blond boy|chlamydia|list|male rear nudity|young couple	http://www.imdb.com/title/tt4051832/?ref_=fn_tt_tt_1	English	UK	7.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0.8426966292134831	0.0	0.0	0.046966731898238745	0.0009014359021211152	1.0	0.0015688581364024796
tt4048942		Marian Dziedziel	Action|Crime|Drama|Thriller	Jacek Koman	The Border	Jaroslaw Boberek		http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1	Polish	Poland	7.4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.74	0.8426966292134831	0.0	0.0	0.08023483365949119	0.0001126794877651394	1.0	0.000160377425486636
