id	director_name	num_critic_for_reviews	duration	director_facebook_likes	actor_3_facebook_likes	actor_2_name	actor_1_facebook_likes	gross	genres	actor_1_name	movie_title	num_voted_users	cast_total_facebook_likes	actor_3_name	plot_keywords	movie_imdb_link	num_user_for_reviews	language	country	content_rating	budget	title_year	actor_2_facebook_likes	imdb_score	movie_facebook_likes	genre_action	genre_adventure	genre_animation	genre_biography	genre_comedy	genre_crime	genre_documentary	genre_drama	genre_family	genre_fantasy	genre_film-noir	genre_history	genre_horror	genre_music	genre_musical	genre_mystery	genre_romance	genre_sci-fi	genre_sport	genre_thriller	genre_war	genre_western	adj_imdb_score	adj_title_year	adj_budget	adj_director_facebook_likes	adj_duration	adj_gross	adj_actor_1_facebook_likes	adj_actor_2_facebook_likes	adj_actor_3_facebook_likes	adj_movie_facebook_likes	adj_cast_total_facebook_likes	adj_content_rating	adj_num_voted_users
tt4733536	Nick Love	16.0	86.0	63.0	175.0	Christopher Berry	489.0	0.0	Action|Comedy|Drama|Sci-Fi	Eddie Griffin	American Hero	2706	1278	Michelle Tabora	father son relationship|female nudity|mother daughter relationship|reconciliation|superhero	http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1	23.0	English	USA	18	990000.0	2015.0	207.0	4.9	549	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.49000000000000005	0.9887640449438202	8.10445745159838e-05	0.0027391304347826086	0.16829745596868884	0.0	0.0007640625	0.0015109489051094891	0.007608695652173913	0.0015730659025787967	0.0019460052076195698	1.0	0.0016014070603942326
tt4707756	Nicolae Constantin Tanase	5.0	104.0	0.0	0.0	Ana Maria Guran	0.0	0.0	Drama	Iulia Ciochina	The World Is Mine	354	0	Ana Vatamanu		http://www.imdb.com/title/tt4707756/?ref_=fn_tt_tt_1	1.0	Romanian	Romania	18	168000.0	2015.0	0.0	6.5	34	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0.9887640449438202	1.3753018705742705e-05	0.0	0.2035225048923679	0.0	0.0	0.0	0.0	9.742120343839542e-05	0.0	1.0	0.000209496710783281
tt4667094	Michael Tiddes	59.0	92.0	89.0	355.0	Mike Epps	729.0	11675178.0	Comedy	Fred Willard	Fifty Shades of Black	9509	2848	Russell Peters	color in title|parody|reference to cuba gooding jr|reference to netflix|written by star	http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1	53.0	English	USA	17	5000000.0	2016.0	706.0	3.5	11000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	1.0	0.000409316032909009	0.0038695652173913043	0.18003913894324852	0.015351858300702848	0.0011390625	0.005153284671532847	0.015434782608695652	0.03151862464183381	0.004336637583177257	0.9444444444444444	0.005627413058865025
tt4651520	Jon Lucas	81.0	100.0	24.0	851.0	Jay Hernandez	15000.0	55461307.0	Comedy	Mila Kunis	Bad Moms	4654	18786	Jada Pinkett Smith	lesbian kiss|mom|pta|reference to mad max|scene during end credits	http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1	46.0	English	USA	17	20000000.0	2016.0	1000.0	6.7	18000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	1.0	0.001637264131636036	0.0010434782608695651	0.19569471624266144	0.07292686468983847	0.0234375	0.0072992700729927005	0.037	0.05157593123209169	0.02860536293453931	0.9444444444444444	0.00275423076832031
tt4591310	Pou-Soi Cheang	14.0	119.0	3.0	22.0	Aaron Kwok	879.0	0.0	Action|Adventure|Fantasy	Li Gong	Xi you ji zhi: Sun Wukong san da Baigu Jing	1212	1026	Eddie Peng	buddhism|demon|journey to the west|monk|monkey king	http://www.imdb.com/title/tt4591310/?ref_=fn_tt_tt_1	9.0	English	China	18	68005000.0	2016.0	107.0	6.0	426	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.6	1.0	0.005567107363595432	0.00013043478260869564	0.2328767123287671	0.0	0.0013734375	0.000781021897810219	0.0009565217391304348	0.0012206303724928366	0.0015622858709058516	1.0	0.000717259925054623
tt4517738	Zack Ward	15.0	92.0	662.0	161.0	Anna Harr	662.0	0.0	Horror	Zack Ward	Restoration	436	1498	James Cullen Bressack		http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1	6.0	English	USA	18	0.0	2016.0	290.0	4.0	378	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.4	1.0	0.0	0.028782608695652172	0.18003913894324852	0.0	0.001034375	0.002116788321167883	0.007	0.0010830945558739256	0.0022809982793537678	1.0	0.0002580241974618941
tt4511566	Stanton Barrett	21.0	97.0	20.0	538.0	Michael Dudikoff	741.0	0.0	Action|Horror	Mikal Vega	Navy Seals vs. Zombies	928	2849	Ed Quinn	building|infection|navy seal|shot through the head|zombie	http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1	14.0	English	USA	18	0.0	2015.0	615.0	3.4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.33999999999999997	0.9887640449438202	0.0	0.0008695652173913044	0.1898238747553816	0.0	0.0011578125	0.004489051094890511	0.023391304347826086	0.0	0.004338160278957867	1.0	0.0005491891175335728
tt4474310		9.0	60.0	0.0	460.0	Philip Winchester	666.0	0.0	Action|Crime|Drama|Thriller	Nick Wechsler	The Player	5817	4043	Jeff Marlow	bet|friend|pit boss|secret|surveillance	http://www.imdb.com/title/tt4474310/?ref_=fn_tt_tt_1	25.0	English	USA	14	0.0	2002.0	579.0	7.1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.71	0.8426966292134831	0.0	0.0	0.11741682974559686	0.0	0.001040625	0.004226277372262774	0.02	0.0	0.006156259041006197	0.7777777777777778	0.0034424925610913714
tt4462082	Jem Cohen	12.0	111.0	6.0	0.0		0.0	0.0	Documentary		Counting	61	0		city|city symphony|diary|essay|surveillance	http://www.imdb.com/title/tt4462082/?ref_=fn_tt_tt_1	1.0	English	USA	18	50000.0	2015.0	0.0	6.0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.9887640449438202	4.093160329090091e-06	0.0002608695652173913	0.2172211350293542	0.0	0.0	0.0	0.0	1.4326647564469915e-05	0.0	1.0	3.60997156999439e-05
tt4438848	Nicholas Stoller	177.0	92.0	89.0	190.0	Ike Barinholtz	17000.0	55291815.0	Comedy	Chloë Grace Moretz	Neighbors 2: Sorority Rising	28041	17860	Kiersey Clemons	bare chested male|gay|gay best friend|gay man|gay marriage proposal	http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1	111.0	English	USA	17	35000000.0	2016.0	329.0	6.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	1.0	0.0028652122303630635	0.0038695652173913043	0.18003913894324852	0.07270399723830132	0.0265625	0.0024014598540145985	0.00826086956521739	0.0	0.027195346641694457	0.9444444444444444	0.016594625048231587
tt4428038		9.0	60.0	0.0	468.0	Joan Allen	971.0	0.0	Drama|Mystery	Zach Gilford	The Family	3322	3295	Liam James	family drama|lie|missing child|political campaign|secret	http://www.imdb.com/title/tt4428038/?ref_=fn_tt_tt_1	30.0	English	USA	8	0.0	2002.0	805.0	7.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.75	0.8426966292134831	0.0	0.0	0.11741682974559686	0.0	0.0015171875	0.005875912408759124	0.02034782608695652	0.0	0.005017282597109924	0.4444444444444444	0.0019659550091018626
tt4422836		7.0	42.0	0.0	535.0	Mary Elizabeth Mastrantonio	766.0	0.0	Crime|Drama|Sci-Fi|Thriller	Colin Salmon	Limitless	38177	2707	Jake McDorman	brain capacity|fbi|fictional drug|intelligence|taking a pill	http://www.imdb.com/title/tt4422836/?ref_=fn_tt_tt_1	131.0	English	USA	14	0.0	2002.0	638.0	7.9	11000	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0.79	0.8426966292134831	0.0	0.0	0.0821917808219178	0.0	0.001196875	0.004656934306569343	0.02326086956521739	0.03151862464183381	0.0041219374781112485	0.7777777777777778	0.02259309584060259
tt4416518	Jerry Dugan	18.0	92.0	3.0	412.0	Michael Aaron Milligan	11000.0	0.0	Thriller	Melissa Bolona	Shark Lake	838	13583	James Chalke	blood|daughter|jail|police|shark	http://www.imdb.com/title/tt4416518/?ref_=fn_tt_tt_1	17.0	English	USA	18	2000000.0	2015.0	1000.0	3.4	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.33999999999999997	0.9887640449438202	0.00016372641316360361	0.00013043478260869564	0.18003913894324852	0.0	0.0171875	0.0072992700729927005	0.01791304347826087	0.0020859598853868195	0.02068277678802552	1.0	0.0004959272419107046
tt4412528	Kim Nguyen	6.0	96.0	16.0	63.0	Justin Edward Seale	149.0	0.0	Drama|Romance	Gordon Pinsent	Two Lovers and a Bear	33	414	John Ralston		http://www.imdb.com/title/tt4412528/?ref_=fn_tt_tt_1	6.0	English	Canada	18	8700000.0	2016.0	147.0	7.2	187	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.72	1.0	0.0007122098972616758	0.0006956521739130435	0.18786692759295498	0.0	0.0002328125	0.001072992700729927	0.0027391304347826086	0.0005358166189111747	0.0006303960531725367	1.0	1.9529354395051617e-05
tt4387040	Raja Menon	39.0	130.0	6.0	12.0	Sameer Ali Khan	85.0	0.0	Action|Drama|History|Thriller|War	Nimrat Kaur	Airlift	30977	151	Purab Kohli	1990s|businessman|evacuation|historical fiction|kuwait	http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1	178.0	Hindi	India	18	4400000.0	2016.0	26.0	8.5	10000	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0.85	1.0	0.00036019810895992794	0.0002608695652173913	0.25440313111545987	0.0	0.0001328125	0.00018978102189781023	0.0005217391304347826	0.02865329512893983	0.00022992706287210877	1.0	0.01833214579077315
tt4386242	Peter DeLuise	5.0	85.0	358.0	212.0	Dove Cameron	19000.0	0.0	Comedy	Katherine McNamara	R.L. Stine's Monsterville: The Cabinet of Souls	917	20397	Braeden Lemasters	cabinet|carnival|halloween|soul|temptress	http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1	4.0	English	USA	8	4400000.0	2015.0	570.0	5.9	224	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5900000000000001	0.9887640449438202	0.00036019810895992794	0.015565217391304348	0.16634050880626222	0.0	0.0296875	0.004160583941605839	0.009217391304347827	0.0006418338108882521	0.031058425837102006	0.4444444444444444	0.0005426793327352222
tt4374230	Blaz Zavrsnik	2.0	83.0	0.0	0.0	Spela Colja	0.0	0.0	Comedy	Dario Nozic Serini	Julija in alfa Romeo	86	0	Andrej Nahtigal		http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1	2.0	Slovenian	Slovenia	18	500000.0	2015.0	0.0	6.4	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0.9887640449438202	4.0931603290900904e-05	0.0	0.162426614481409	0.0	0.0	0.0	0.0	5.157593123209169e-05	0.0	1.0	5.089468115074058e-05
tt4340720	Kevin Carraway	11.0	88.0	2.0	6.0	Max Ryan	2000.0	0.0	Action|Thriller	Michael Jai White	Chain of Command	801	2886	Jon Osbeck	army|michael jai white|ohio|steve austin	http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1	14.0	English	USA	17	5000000.0	2015.0	872.0	3.5	358	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.35	0.9887640449438202	0.000409316032909009	8.695652173913044e-05	0.17221135029354206	0.0	0.003125	0.006364963503649635	0.0002608695652173913	0.001025787965616046	0.004394500022840437	0.9444444444444444	0.00047403069304352563
tt4337690	Michael Polish	12.0	121.0	35.0	473.0	Bobby Batson	4000.0	4700361.0	Drama	Hayden Christensen	90 Minutes in Heaven	2047	6617	Cynthia Barrett	heaven|hospital|praying|pronounced dead|recovery	http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1	29.0	English	USA	13	5000000.0	2015.0	849.0	4.6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45999999999999996	0.9887640449438202	0.000409316032909009	0.0015217391304347826	0.23679060665362034	0.00618057181090943	0.00625	0.006197080291970803	0.020565217391304347	0.0	0.010075677980296316	0.7222222222222222	0.001211411771111232
tt4333662	Johanna Schwartz	22.0	105.0	0.0	0.0	Garba Touré	0.0	0.0	Documentary	Aliou Touré	They Will Have to Kill Us First	74	0	Khaira Arby		http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1	2.0	French	UK	18	400000.0	2015.0	0.0	7.7	34	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0.9887640449438202	3.274528263272073e-05	0.0	0.2054794520547945	0.0	0.0	0.0	0.0	9.742120343839542e-05	0.0	1.0	4.379309773435817e-05
tt4291590	Lucile Hadzihalilovic	63.0	81.0	92.0	8.0	Roxane Duran	23.0	0.0	Drama|Horror|Mystery|Sci-Fi	Nissim Renard	Evolution	979	54	Julie-Marie Parmentier	boy|giving birth|nurse|sea|ultrasonography	http://www.imdb.com/title/tt4291590/?ref_=fn_tt_tt_1	3.0	French	France	18	0.0	2015.0	21.0	6.4	257	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0.64	0.9887640449438202	0.0	0.004	0.15851272015655576	0.0	3.59375e-05	0.00015328467153284672	0.00034782608695652176	0.0007363896848137536	8.222557215293956e-05	1.0	0.0005793708470531979
tt4280822	Rob Hawk	6.0	90.0	97.0	319.0	Erin O'Brien	731.0	0.0	Action|Drama	Kari J. Kramer	Fight Valley	60	2374	Cabrina Collesides		http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1	6.0	English	USA	18	27000000.0	2016.0	634.0	5.0	1000	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	0.0022103065777086487	0.0042173913043478265	0.1761252446183953	0.0	0.0011421875	0.0046277372262773725	0.013869565217391305	0.0028653295128939827	0.0036148797831681207	1.0	3.550791708191203e-05
tt4263482	Robert Eggers	425.0	92.0	22.0	159.0	Kate Dickie	648.0	25138292.0	Horror|Mystery	Julian Richings	The Witch	66483	1122	Ralph Ineson	black magic|goat|isolation|naked woman|witch	http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1	452.0	English	USA	17	3500000.0	2015.0	191.0	6.8	43000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.6799999999999999	0.9887640449438202	0.0002865212230363063	0.0009565217391304348	0.18003913894324852	0.03305469918366058	0.0010125	0.0013941605839416058	0.00691304347826087	0.12320916905444126	0.0017084646658444109	0.9444444444444444	0.03934454752261263
tt4262980	Hideaki Anno	1.0	120.0	28.0	12.0	Shin'ya Tsukamoto	544.0	0.0	Action|Adventure|Drama|Horror|Sci-Fi	Mark Chinnery	Godzilla Resurgence	374	699	Atsuko Maeda	blood|godzilla|monster|sequel	http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1	13.0	Japanese	Japan	18	0.0	2016.0	106.0	8.2	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.82	1.0	0.0	0.001217391304347826	0.23483365949119372	0.0	0.00085	0.0007737226277372263	0.0005217391304347826	0.0	0.0010643643506463843	1.0	0.00022133268314391833
tt4257926	Patricia Riggen	63.0	109.0	36.0	579.0	Brighton Sharbino	3000.0	61693523.0	Drama	Jennifer Garner	Miracles from Heaven	6276	7833	Martin Henderson	child cancer|christian film|christianity|falling into a hole|inspiring	http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1	55.0	English	USA	8	13000000.0	2016.0	3000.0	6.8	16000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6799999999999999	1.0	0.0010642216855634235	0.001565217391304348	0.21330724070450097	0.08112169451867475	0.0046875	0.021897810218978103	0.025173913043478262	0.045845272206303724	0.011927276049518067	0.4444444444444444	0.0037141281267679986
tt4254584	Justin Tipping	6.0	80.0	2.0	102.0	Natalie Stephany Aguilar	861.0	0.0	Adventure	Tina Gilton	Kicks	59	1279	Justin Hall		http://www.imdb.com/title/tt4254584/?ref_=fn_tt_tt_1	6.0	English	USA	17	0.0	2016.0	163.0	7.8	240	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	1.0	0.0	8.695652173913044e-05	0.15655577299412915	0.0	0.0013453125	0.0011897810218978102	0.004434782608695652	0.0006876790830945558	0.0019475279034001796	0.9444444444444444	3.491611846388016e-05
tt4219836	Sara Newens	18.0	80.0	0.0	0.0	Xinhua Jiang	0.0	5858.0	Documentary	Ariel Hsing	Top Spin	260	0	Michael Landers		http://www.imdb.com/title/tt4219836/?ref_=fn_tt_tt_1	2.0	English	USA	18	150000.0	2014.0	0.0	7.1	116	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0.9775280898876404	1.2279480987270272e-05	0.0	0.15655577299412915	7.702767865767639e-06	0.0	0.0	0.0	0.000332378223495702	0.0	1.0	0.00015386764068828546
tt4196848	Bruce Beresford	5.0	104.0	78.0	189.0	Lucy Fry	502.0	0.0	Drama	Mckenna Grace	Mr. Church	63	1546	Natalie Coughlin		http://www.imdb.com/title/tt4196848/?ref_=fn_tt_tt_1	5.0	English	USA	13	8000000.0	2016.0	206.0	8.0	205	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	1.0	0.0006549056526544145	0.003391304347826087	0.2035225048923679	0.0	0.000784375	0.0015036496350364964	0.008217391304347826	0.0005873925501432665	0.0023540876768230476	0.7222222222222222	3.7283312936007635e-05
tt4196776	Paul Greengrass	267.0	123.0	521.0	265.0	Riz Ahmed	13000.0	108521835.0	Action|Thriller	Matt Damon	Jason Bourne	40123	13752	Ato Essandoh	black ops|chase|cia|cia agent|repeated scene	http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1	297.0	English	UK	13	120000000.0	2016.0	365.0	7.1	31000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.71	1.0	0.009823584789816217	0.02265217391304348	0.24070450097847357	0.1426969107839088	0.0203125	0.0026642335766423357	0.011521739130434782	0.08882521489971347	0.02094011237494861	0.7222222222222222	0.023744735951292607
tt4196450	Nate Parker	21.0	120.0	664.0	400.0	Nate Parker	990.0	0.0	Biography|Drama	Jason Stuart	The Birth of a Nation	1197	3525	Aunjanue Ellis		http://www.imdb.com/title/tt4196450/?ref_=fn_tt_tt_1	8.0	English	USA	17	10000000.0	2016.0	664.0	5.4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	1.0	0.000818632065818018	0.028869565217391303	0.23483365949119372	0.0	0.001546875	0.004846715328467153	0.017391304347826087	0.0	0.005367502626650222	0.9444444444444444	0.000708382945784145
tt4193394	James Schamus	63.0	110.0	44.0	85.0	Sarah Gadon	8000.0	560512.0	Drama	Logan Lerman	Indignation	550	8972	Tracy Letts	based on novel	http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1	3.0	Hebrew	USA	17	0.0	2016.0	691.0	7.8	599	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	1.0	0.0	0.0019130434782608696	0.21526418786692758	0.0007370252342057273	0.0125	0.0050437956204379564	0.0036956521739130435	0.0017163323782234958	0.013661626543632848	0.9444444444444444	0.00032548923991752697
tt4192812		2.0	45.0	0.0	132.0	Gemma Jones	416.0	0.0	Crime|Drama	Bernard Hill	Unforgotten	1824	1816	Nicola Walker		http://www.imdb.com/title/tt4192812/?ref_=fn_tt_tt_1	9.0	English	UK	18	0.0	2002.0	171.0	7.9	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0.8426966292134831	0.0	0.0	0.08806262230919765	0.0	0.00065	0.0012481751824817517	0.005739130434782609	0.0	0.0027652155375877453	1.0	0.0010794406792901258
